"","screenName","location","tweetID","text","latitude","longitude"
"737","djdsmithfield","Virginia, USA",1100384026286792704,"@JohnSmi94846765 Bet she had a sinus infection and could not smell too good.",37.4315734,-78.6568942
"738","DJNSussex","East Sussex, England",1102294188752805888,"@StuHugo176 I could just feel sinus pressure and smell this off smell",50.908596,0.2494235
"739","DJnturn","RVA",1100168273101025280,"Where did this sinus cold come from....Jesus be a clear throat and open nasal passage.",37.5407246,-77.4360481
"740","djtraumahawk","YQR Sockstochewon Kanuckistan",1101613229745221632,"@rnrolljo Yep. According to that asshat, my doctors were all wrong since I was 5. I somehow time travelled and blew… https://t.co/0ZmOwGURhX",50.433778,-104.6615246
"741","DMCKiller","Kumasi, Ghana",1100724501439045632,"As well as endocarditis, sepsis, coronary sinus thrombosis, asphyxia, and a host of others https://t.co/7xrF3MQXuh",6.6666004,-1.6162709
"742","dmmiechn","i live where ever i want",1100759638079791104,"Sinus is the main cause of my acne been acting up<U+0001F62D><U+0001F62D> i need my medication asap",NA,NA
"743","Doc_Tiger","Los Angeles-Manchester-London",1100521704898609152,"@Mehtap58194722 @danilorenzatti @onco_cardiology @MasriAhmadMD @LopezOpitz @cshenoy3 @purviparwani @seth_uretsky… https://t.co/cT0CLZFF6Q",33.9461579,-118.3890242
"744","DocsPSCbasics","North Las Vegas, NV",1100834753727541248,"@LasVegasLocally It is the second of the 8 or so allergy seasons we face. Move to the desert, they said. It is grea… https://t.co/AfRVxlv9ht",36.1988592,-115.1175013
"745","Doctorabellan","Ciudad Real, España",1100764871401111552,"@saia_francesco @mmamas1973 @shci_sec @AJuradoRoman @JGCorSo @Felipediezhoyo @pipecardio @jedicath @Hemodinamica_CR… https://t.co/LKwT2LCFXT",38.9848295,-3.9273778
"746","doctorjabosa","Wilhelmshaven",1101828954296598528,"#EPeeps #cardiotwitter how do we manipulate the ablation catheter in the aortic root when switching from one aortic… https://t.co/gKKpKTIpbb",53.5323403,8.1068722
"747","DoctorPhillEP","Washington University",1102196583494500352,"@50wattdoc Voltage &amp; LP map in sinus, followed by activation map (as tolerated) and entrainment in VT to best under… https://t.co/biS5aUFHfA",38.6487895,-90.3107962
"748","DodgingThat","313",1101526168346464256,"@annedeuceofcups Not me,  but my husband. He had such bad issues with recurring infection that he ended up having s… https://t.co/INiIy8pZ1a",40.6122161,-75.3740561
"749","doitforspifff","somwhereTWIRLING.",1101873685743448064,"i wake up with sinus every morning<U+0001F622>",NA,NA
"750","dolphin3983150","<U+307F><U+3093><U+306A><U+5927><U+597D><U+304D>(<U+3093><U+306A><U+308F><U+3051><U+3042><U+308B><U+304B>)<U+3044><U+308B><U+304B><U+3055><U+3093><U+3067><U+3059><U+3088><U+3049><U+3049><U+3049>!!",1101757169421021184,"@Sinus_FusionBoy TRPG<U+3084><U+308A><U+307E><U+3059><U+304B>",NA,NA
"751","dolphin3983150","<U+307F><U+3093><U+306A><U+5927><U+597D><U+304D>(<U+3093><U+306A><U+308F><U+3051><U+3042><U+308B><U+304B>)<U+3044><U+308B><U+304B><U+3055><U+3093><U+3067><U+3059><U+3088><U+3049><U+3049><U+3049>!!",1101758212972306432,"@Sinus_FusionBoy <U+306A><U+304B><U+306A><U+304B><U+308F><U+304B><U+3089><U+306A><U+3044><U+3067><U+3059><U+3088><U+306D>(´<U+03C9>`)",NA,NA
"752","Dom_Caiden","Connecticut, USA",1101593114106572800,"I come here for one thing for the doctor to tell me I have a sinus infection. I know sir, but that’s why I’m here.",41.6032207,-73.087749
"753","DonJ0rdan","Charlotte, NC",1102260785999425536,"@kylegavine Right. Whole sinus area congested",35.2270869,-80.8431267
"754","donnascalise","SF Bay Area ",1102204039666647040,"@AlloccaMirella @JoeDoggers @giselessecret @anitakearney65 @Alexandreaa @metalheadjs I don’t know about that jalape… https://t.co/IXLNdTITAY",37.8271784,-122.2913078
"755","DontWorryBoutB","ATLANTA",1100381735072813056,"I have acquired a sinus infection on vacation. annoying.",33.7489954,-84.3879824
"756","doohhreen","in thy happy halls",1100399899764379648,"this sinus headache is killing me chos",37.6151138,-122.4026088
"757","Dorian_Inman","South Houston, TX",1100760105002455040,"@Sawyer_Sweet FFS!
That’s ridiculous how much you have to pay oop with insurance. And for a sinus infection!

I wis… https://t.co/wGm76x2TPt",29.663008,-95.2354902
"758","dorieturnernolt","Washington, D.C.",1100402985979514880,"Decades from now, historians and scientists will still be telling whispered tales of the 2018-19 Winter of the Neve… https://t.co/25wAA2MlXf",38.9071923,-77.0368707
"759","Dovely_Deuce2","Down the Blue Brick Road",1101250879162904576,"I’ve never experienced a sinus headache for myself until now. Ughhh now I understand what people have been talking about all these years <U+0001F629><U+0001F629>",NA,NA
"760","downpourafi","b a || she/her",1102124365661888512,"i have the worst sinus headache in the World god i hate being sick",NA,NA
"761","Dr_AME_Botox","Cape Town, South Africa",1100807440810020864,"#HealthNews - Muscle gene mutations implicated in human nasal/sinus cancer https://t.co/IHaUseen4e",-33.9248685,18.4240553
"762","dr_cottrella","England, United Kingdom",1101948315145506816,"When someone with a stethoscope to a chest confidently declares ""sinus rhythm"": https://t.co/MmnSuiEF6v",52.3555177,-1.1743197
"763","dr_khaled7","Oklahoma City, OK",1101624961423368192,"@ottoecho The PVCs followed by ventricular pause which allows more filling of the blood, thats why you notice incre… https://t.co/DasTtrYc6S",35.4675602,-97.5164276
"764","dr_khaled7","Oklahoma City, OK",1101628517329133568,"@ottoecho The notch in the AR signal is caused by PVC, as pvc happened prematurely during the AR from the previous sinus beat.",35.4675602,-97.5164276
"765","draconicwitch","Addison, NY",1100777023474143232,"@abetterjulie Possible sinus infection. On day 3 of sinus pain.",42.1028514,-77.2335879
"766","Draglagoon","Minecraft",1101211098546651136,"@Fat_Guy_Chris I nose the pain. Sorry this is a sinus issues lol. All being real get better soon",33.110774,-96.765753
"767","dragon_negro","Bucaramanga",1102353324135907328,"@eluthena oh no Sith lord @enkzilla got you with the sinus attack D:
Get better soon",7.119349,-73.1227416
"768","drandyphung","Pittsboro, NC",1102249067042627584,"Family’s transformation through lifestyle. Initially, poo-poo by classically doctor, trial &amp; errors.  Issues resolv… https://t.co/L2YRdGgvAk",35.7201463,-79.1772371
"769","DrBrentMD","120 South Spalding Dr. Suite 110 Beverly Hills, CA 90212",1100443351252254720,"Eye asymmetry, orbital dystopia https://t.co/z1y5djifl8",34.0662815,-118.4085059
"770","DrCarl_Naughton","Wiesbaden, Germany",1100753228575227904,"Hier ist eine Frage für alle, die #pharmakologie und #neugier zusammenrbignen wollen - do not try this without your… https://t.co/MZasN023oP",50.0782184,8.2397608
"771","drdavidsamadi","Manhattan, New York",1101830811366633472,"To help speed up the process and to relieve the discomfort experienced by sinusitis, here are 9 natural remedies fo… https://t.co/qT3e7Ck3E2",40.7830603,-73.9712488
"772","dreaa724","Houston, TX",1100767030624600064,"Took sinus, sore throat, Advil &amp; sleeping medicine last night oh &amp; smoked a lil before bed &amp; I knocked out around 1… https://t.co/9LOy38Jj3H",29.7604267,-95.3698028
"773","DreamsOfControl","Chicago, IL",1100846343239684096,"Home sick, but not entirely out of it. (No, it's not Con Crud, it's my yearly sinus infection.) Whilst waiting for… https://t.co/GHgFFdVAsu",41.8781136,-87.6297982
"774","dreamyqrande","thank u, next",1100141565777981440,"my baby has a sinus infection :( hope you feel better @ArianaGrande",NA,NA
"775","DrESigston","Melbourne, Victoria",1101816904245641216,"90% of surgeons bill AMA rates or less based on data collated by RACS Of note Medicare schedule undervalues most ca… https://t.co/8PfzsxRRTs",-37.8136276,144.9630576
"776","drewhill79","Liverpool, England",1100841291913588736,"@dataandme If the tape showed normal sinus rhythm but still demonstrated tachycardia your trigger rate alarm needs… https://t.co/O79oonHpim",53.4083714,-2.9915726
"777","drezendeg","Brazil ",1100869703852019712,"@bezerracamilaa eu imaginei uma camiseta da Sinus ou da Humanitá e um bottom da Anistia Internacional",-14.235004,-51.92528
"778","DrG_DDS","Millburn, New Jersey",1101513471378767872,"Holistic Dental Center Patient talks about his sinus relief after getting his teeth taken care of!… https://t.co/GB4vP1y0NL",40.7340454,-74.3206696
"779","Drivingblind666","Ann Arbor, MI",1101797680798490624,"Ugh I still feel like complete shit. I've been sick for 3-4 days now. Matt has a sinus infection and I think I got… https://t.co/QG1HoCn9zp",42.2808256,-83.7430378
"780","drjriggs","Huntsville, AL",1100833251533471744,"Why you’re getting frequent sinus infections - Business Insider https://t.co/7crTEtpW3u #SinusInfection #Sinus… https://t.co/F0AmPyRX9C",34.7303688,-86.5861037
"781","DrKarlsClinic","Spring Lake, MI",1100442247919738880,"I have a most dolorous sinus headache and I’m considering trepanation as a solution.",43.0769625,-86.1969971
"782","DrLGarciaB","Barcelona, España",1101737926700994560,"Arthroscopic reduction of slightly displaced #fracture with sinus sag of lateral #tibial #plateau. Reducción artros… https://t.co/eTPoWwuyk5",41.3850639,2.1734035
"783","DrMonicaTadros","New York-New Jersey",1100114879929815040,"Check out Matt's testimonial as he suffered from Sinus problems for many years, he was recommended to Dr. Tadros, s… https://t.co/tI9OqA3ncA",40.7878788,-74.0143064
"784","DrNassery","Miami Beach",1101597535003652096,"Root Canals May Cure Chronic Sinus Infections https://t.co/TWwwOvvEBt",25.790654,-80.1300455
"785","drradhikas","Bengaluru, India",1100400344293666816,"Best Sinus Doctors in Govind Pura Call : +91-9051112233, 9972907156, , Dr Radhika Clinic https://t.co/xZo3E9T1qN",12.9715987,77.5945627
"786","drtalmohammadi","<U+062D><U+0633><U+0627><U+0628> <U+0634><U+062E><U+0635><U+064A>",1100879714942681088,"#Repost @bonegums get_reposter 
Even after successful ridge preservation and regenerating the buccal plate, A sinus… https://t.co/xxYEjFxszq",NA,NA
"787","Drtermechi","Cedarhurst, NY",1100371401716817920,"Yesterday at DISS sinus lift course. If you like to learn go to our website and sign up.  https://t.co/SvCNZFglke… https://t.co/ao8jWwaOQc",40.6228819,-73.7242983
"788","Drtermechi","Cedarhurst, NY",1100422563392450560,"Diss sinus course. If you are interested check out the next course date on the website.  https://t.co/SvCNZFglke… https://t.co/wQxWGWoXpw",40.6228819,-73.7242983
"789","Drtermechi","Cedarhurst, NY",1100804003175096320,"DISS LIVE implant and sinus lift course new dates.  July 29-1 and 4-6. If you are interested go to our website and… https://t.co/keRZ9kx4Pc",40.6228819,-73.7242983
"790","Drtermechi","Cedarhurst, NY",1100511525553483776,"Last day DISS sinus course done.  Time to relax.  #generaldentistry #dentalveneers #dentaldesign #california #2019… https://t.co/7cy4DlPM0f",40.6228819,-73.7242983
"791","DrTricia","Houston, Texas",1101922784735711232,"We're parents too so we know it's a rough time of year for cold and flu. If you or your kiddos is sick right now, h… https://t.co/KNGBf393R1",29.7604267,-95.3698028
"792","drugnewsin","Hyderabad, India",1100891918844772352,"Top 7 essential oils for sinus congestion - https://t.co/7e6J9nCoZm",17.385044,78.486671
"793","DT99G","SA TX",1101477297037676544,"Is it actually Friday or Monday dressed as Friday? Woke up to a throat full of fire and barbed wire, acute sinus pa… https://t.co/66FmyGrNNH",29.4241219,-98.4936282
"794","dudeamanda","in love",1101981779752374272,"This sinus infection blows...I just wanna stay awake for the Pens game<U+0001F629>",40.5214337,-88.9721269
"795","DukeDoomAsmr","sweden, Möja Castle Doom",1100402259496624128,"Still pained by the cold. No energy, tired and i think i got a sinus infection <U+0001F616><U+0001F616><U+0001F616> https://t.co/aW48kJNrPr",60.128161,18.643501
"796","DumbOtter","Cork",1100402018718429184,"@VanyanVulpes I caught a sinus infection, throat infection and a 39.8 fever",51.8985143,-8.4756035
"797","Dursey05","Southcomvillage",1101560660834496512,"Grabe natong sinus ko early pa talaga masyado",6.9231864,122.0433211
"798","dustinasher81","Texas, USA",1100863291839135744,"@AmandaMAtwell It helped during the flu with sinus infection. Not sure ur ailments",31.9685988,-99.9018131
"799","DustinWareham","T-Dizzle a.k.a. Toronto",1101571511205462016,"Head/sinus colds suck...",43.653226,-79.3831843
"800","Duurzaamheid","Utrecht, Netherlands",1100316386822221824,"Gefeliciteerd, Wienerberger BV! Met de succesvolle DUBOkeur hercertificering voor 'Alegra 10 en 12, Datura, Madura,… https://t.co/DetBgDVMkh",52.0907374,5.1214201
"801","Dwayne__Tuck","Portugal Cove-St. Philip's, NL",1101890666081202176,"Sinus headache. Yay! I wonder if scooping out my head like a pumpkin would help. <U+0001F914>",47.573435,-52.858294
"802","DWLester83","Greenwood, IN",1101864247372455936,"Have ear infection/ruptured ear drum -&gt; get meds -&gt; take meds -&gt; feel better -&gt; finish antibiotic -&gt; wake up with s… https://t.co/mg2vzZLKGO",39.6136578,-86.1066526
"803","DYMlism","AP Press Photojournalist",1100708221033959424,"Effect pil sinus tu bt aku mengantuk gila babas",NA,NA
"804","dymuntz67","New York, USA",1100433254610538496,"Severe sinus headache hopefully the sudafed works quick",40.7127753,-74.0059728
"805","Dyslexic_Theory","Fredericton, NB",1101949268309565440,"@AlexDanvers2017 @GabePosey @resastephens I was using Flonase, which was helpful but it really dried out my nostril… https://t.co/pglqsucDBA",45.9635895,-66.6431151
"806","e_benton7","TS PerformanceHorses ",1100866766782255104,"@CoffeeMomCait okay i will!! i haven’t had to take my iron pills in forever, like my nose is still bleeding each ti… https://t.co/PHl2pfUodQ",31.5886978,-111.2901751
"807","E_Doman","Texas, USA the 940",1102294793521188864,"@kevin7phan Nah fam. It’s a new drink called “Surprise Bitch! Your sinus infection is back” <U+0001F62D>",29.7834717,-95.5752175
"808","e_hayes12","Originally Cork, now London",1100122949250703360,"First day back, landed into London with a 40 minute delay last night and an ever growing sinus issue - genuinely fe… https://t.co/Y6jM9eP7IK",51.8964346,-8.4716606
"809","eardhikap","East Borneo, Indonesia",1102144675148750848,"@makhlukhidupp awas sinus",0.5386586,116.419389
"810","eartheracademy","Hawaii ",1102313363046981632,"Cranial Facial Release For Sinus Cleansing #earth #earther #earthlings #eartheracademy #robertcassar… https://t.co/GhZHn3C2rV",19.8967662,-155.5827818
"811","eastversewest","An original colony",1102235906205978624,"@PaganChild One more for ya..... I have had a sinus infection for 2 weeks, with 4 flights in that time. He has kept… https://t.co/NDUNN71CMu",37.09024,-95.712891
"812","EastWindEchoes","The Shire",1102099539459276800,"@theKatlocker Sleepy gay<U+0001F49C>

Yeah I've got the sinus infections/fever plague and a fibro flare( because my body hates… https://t.co/QoRAh9ef3n",43.0489646,-87.9913505
"813","ebethampton","Birmingham, AL",1102055508226293760,"A recap of my last 2 weeks: the flu, sinus infection, stomach virus. Really fun times in my life.",33.5185892,-86.8103567
"814","ebujanda","ÜT: 10.167128,-67.967424",1101240792960638976,"@AndreMansoor @PDX_Tom Seems the paresternal heave coincides w X sinus in jvp. Wich means is a Giant a wave. MS",NA,NA
"815","ebyrdstarr","Lawrence, KS",1101993294568087552,"Congested, tingling sinus level: extreme. Frickin' allergies.",38.9716689,-95.2352501
"816","ecgrhythms","United States",1100874221872340992,"Overheard phone convo early morning

Dr: Hey can I get tele events of this pt?

Tele: Sure. Which pt?

Dr: Pt in rm… https://t.co/JvkTS01daM",37.09024,-95.712891
"817","ecgrhythms","United States",1102349437857230848,"I am sure you will disagree with the interpretation.
The msg of this strip for students:
there is ""SUDDEN"" decrease… https://t.co/WVnmRK0Dzh",37.09024,-95.712891
"818","eclarefanxxx","Virginia, USA",1100489057057026048,"@asthehosptuRNs has a sinus infection been ruled out? sometimes 2 illnesses can compound each other and make it eve… https://t.co/6DdliHKoHf",37.4315734,-78.6568942
"819","eclarefanxxx","Virginia, USA",1102338282057359360,"@asthehosptuRNs I really hope you feel better soon!!! From what you’ve said, it definitely sounds bacterial. My amo… https://t.co/m2zHGHeUm3",37.4315734,-78.6568942
"820","EdinIlmic","Fort Wayne, IN",1101525911860596736,"@amazonalexa_ I feel you. I've had a sinus headache for about 2 days now.",41.079273,-85.1393513
"821","edragic","Austin, TX",1102263357074300928,"@AndrewTheWhip Man, a sinus infection and getting sent to jail for having it during a re-release weekend? Rough.",30.267153,-97.7430608
"822","Educated517","Heaven On Earth ",1101630742541537280,"Sinus acting up",42.7787339,-123.2763006
"823","effes22","United Kingdom",1100798401543843840,"@jazdolly761 I’m good thanks Kev <U+263A><U+FE0F>bit of a woolly head from blocked sinus but I feel much better now, how are you? <U+0001F618><U+0001F618>",55.378051,-3.435973
"824","effes22","United Kingdom",1100424155839778816,"@mr_spudhead Feeling much better thanks mark, now just feel all blocked up and sinus pain <U+0001F644>but Stephen got home fro… https://t.co/d5x8VWZUcy",55.378051,-3.435973
"825","effies","San Francisco CA",1101234180778676224,"Showing up for #RareDiseaseDay with Inappropriate Sinus Tachycardia and Coronary Artery Spasms!

The first took 8 m… https://t.co/rCxFPHRpeZ",37.7749295,-122.4194155
"826","effies","San Francisco CA",1101235131069554688,"Inappropriate Sinus Tachycardia means that the sinus node, aka the nerves that tell your heart to go, constantly th… https://t.co/10VYmf4CR4",37.7749295,-122.4194155
"827","eggshoujo","Philadelphia, PA",1101520054003339264,"also the unbearable sinus pressure ive been having has been pressing on my inner ears so im actually having slight… https://t.co/ARX93cm7rV",39.9525839,-75.1652215
"828","elaichitea","Chennai",1101477363806691328,"Green grapes and sinus. Whatte combo! <U+0001F612>",13.0826802,80.2707184
"829","elbarbelle","London, England",1100348112323919872,"Hayfever in FEBRUARY? Yeiiii my sinus <U+0001F646><U+0001F3FE><U+200D><U+2640><U+FE0F>",51.5073509,-0.1277583
"830","eldantehicks","Melbourne, Victoria",1101403931328962560,"Geez going thru the wars this past couple weeks. Still not recovered from this chest/sinus thing and now the young… https://t.co/RQowIqz19U",-37.8136276,144.9630576
"831","ElegantSaria","USA",1101487451208671232,"I have a sinus infection and all I want is a sipping soup. https://t.co/nZYOKLep75",37.09024,-95.712891
"832","ElGrimTamLin","Winnipeg, Manitoba",1101971500951851008,"The trip to get my haircut and Photo I.D. done, has been postponed until next Saturday, as my mom has a sinus cold… https://t.co/Q9gqNoTGhs",49.895136,-97.1383744
"833","elisled","London, England, Europe",1101460778392141824,"@PropertySpot @brexit_sham @EstherMcVey1 Sinus up quickly <U+0001F914>",51.5073509,-0.1277583
"834","Elizabe27947218","Georgia ",1101528615429328896,"@CashApp $Liz860718... i have a sinus infection.. i need a little bit to get my medication.. please <U+0001F64F><U+0001F3FC>.. #cashappfriday",32.1656221,-82.9000751
"835","ElizabethCarml","Newport Coast, CA",1102066003368792064,"@ChefShwasty Use Afrin. I wish I could get some for you. Take that, and the Sudafed with pseudoephedrine. The sinus… https://t.co/4JQeKloO9k",33.5973864,-117.8369007
"836","ellenmbr8","Connecticut, USA",1100136867503198208,"@ChrisJZullo I hope she gets well soon. Rest rest rest! I had pneumonia in November &amp; now have bronchitis &amp; sinus/e… https://t.co/XAWb2fLedk",41.6032207,-73.087749
"837","ellexis_29","Taguig City, National Capital",1101848427623669760,"Init ng mata mainit buong katawan plus inaatake nanaman ako ng Sinus ko <U+0001F62D> Ayan inaabuso mo nanaman kasi sarili mo pahinga pahinga din <U+0001F614><U+0001F44E><U+0001F60F>",14.5176184,121.0508645
"838","ElLNXnoe1zzOSUa","<U+65E5><U+672C>",1101675678527713280,"@Sinus_FusionBoy <U+3053><U+3093><U+306B><U+3061><U+306F>(*Ü*)<U+FF89>""<U+272E> <U+5B66><U+6821><U+304A><U+75B2><U+308C><U+69D8><U+3067><U+3059>
<U+79C1><U+306F><U+4ECA><U+4F11><U+61A9><U+4E2D><U+3067><U+3059><U+3002><U+3042><U+3068><U+534A><U+65E5><U+9811><U+5F35><U+308B>!
<U+75C5><U+9662><U+306F><U+5FD9><U+3057><U+3044><U+3067><U+3059><U+0001F4A6>
<U+6DBC><U+3055><U+3093><U+3082>(<U+0648>•o•)<U+0648><<U+FF8C><U+FF67><U+FF72><U+FF84>!",36.204824,138.252924
"839","elonjames","Philadelphia, PA",1101930362920468480,"When we moved from the bay to Philly and my kid entered daycare at the same time?

I was sick constantly. Sinus inf… https://t.co/Ytsn9cx8k7",39.9525839,-75.1652215
"840","Elvis_Bogosian","Côte d'Ivoire",1101934918605684736,"Qui a les nouvelles de Sinus et Cosinus ? Ces deux amis là m'ont mené la vie dure.

@Elvis_Bogosian",7.539989,-5.54708
"841","EmbraceTheCoda","New York, USA",1101859439697711104,"@TLB8275 Sinus and head colds always have me down for the count, it's awful",40.7127753,-74.0059728
"842","EmbraceTheCoda","New York, USA",1101583313981112320,"So I'm developing a pretty shitty sinus cold, so I think I've earned a couple days of light workouts",40.7127753,-74.0059728
"843","EmbraceTheCoda","New York, USA",1101938082075607040,"@HelloAthyKitty I have a very bad sinus/head cold, so I can't breathe well. And the heat is down. So I may take a r… https://t.co/IhmudB5474",40.7127753,-74.0059728
"844","emelynthauane","Navegantes, SC",1101556947080355840,"Passando gelo nas minhas olheiras e lembrando que to com a sinus inflamada e vai dar merda",-26.8947924,-48.6550692
"845","EmergPrepGal","NOLA or NOVA",1102244448090681344,"Brunch dream unfulfilled, it’s dreary and cold and I think I’m getting a sinus headache. I think Sunday Funday was… https://t.co/kGAyhURSvZ",29.9510658,-90.0715323
"846","EmersenLee","Washington, DC",1101816883127435264,"@JamieOrtegafree I went to bed at nine last night. Still have a bit of the sinus thing but no more insomnia.",38.9071923,-77.0368707
"847","EmersenLee","Washington, DC",1102302790737686528,"I am loaded up on allergy and sinus meds, and mimosas ...and trying to stay off Twitter so I don’t offended anyone<U+0001F602><U+0001F607> https://t.co/ECqay1jF0o",38.9071923,-77.0368707
"848","EmersenLee","Washington, DC",1101980055796961280,"Am I the only that hates being on allergy and sinus meds? https://t.co/evvqBSyNPH",38.9071923,-77.0368707
"849","EmersenLee","Washington, DC",1101513705353670656,"@BrianaBangsxxx We got dusting here too. So sick of this crazy weather. I will never shake this sinus thing if it keeps going up and down!!!",38.9071923,-77.0368707
"850","EmersenLee","Washington, DC",1102304013872189440,"@thunderupjames Ehhhh, I’m ok. But not big great. The sinus stuff always throw me off kilter.",38.9071923,-77.0368707
"851","emiface","Pittsburgh, PA",1102279999254601728,"We’re just laying here looking through Twitter while I contemplate ways to rid of my sinus headache and he’s just l… https://t.co/inLaNd2UE6",40.4406248,-79.9958864
"852","EmilyCJReynolds","Nashville // LA",1100439489418280960,"since july of last year I have had strep, 2 sinus infections, bronchitis, my hometown has been on fire, 12 people w… https://t.co/oeNePHQgaw",36.1524957,-86.7840579
"853","emjayecoffman","Arizona, USA",1101711644176990208,"@FinchinABQ Does your head hurt? My last sinus infection got diagnosed because I went to the doctor for a headache that wouldn’t go away.",34.0489281,-111.0937311
"854","emmarosaliemae","Canada",1100751737185554432,"I have a sinus cold<U+270C><U+0001F3FB><U+0001F443><U+0001F3FC> just loving life rn<U+0001F644>",56.130366,-106.346771
"855","emo_dandelion_","she/her | Alberta <U+0001F1E8><U+0001F1E6>",1101205034446929920,"“WANNA FIGHT?!”

“I CAN’T I HAVE A SINUS INFECTION”",53.9332706,-116.5765035
"856","empretzel","Minnesota, USA",1101806832195170304,"@_bnorm I hate that feeling. For me, it usually means a sinus infection. <U+0001F629>",46.729553,-94.6858998
"857","Emsorrynotsorry","Fan account ",1101813183017353216,"Idac tym tropem za kilka/kilkanascie lat jak ktos bedzie wiedzial co to sinus z automatu bedzie uznawany za geniusz… https://t.co/5wK2bky5DV",NA,NA
"858","enichols_1","England, United Kingdom",1101973113523367936,"Sinus sprays are all good and well until you taste them in the back of your mouth.. <U+0001F92E><U+0001F637><U+0001F910> #eww",52.3555177,-1.1743197
"859","enjoy_murph","None of your business",1100484882269057024,"@KalebPrime That thins blood. Might reduce a bit of sinus congestion perhaps. Or have it so you feel it less.",NA,NA
"860","Ennui_Raver","Calgary",1100854468495663104,"@rzarectum had a wisdom tooth out this morning and it had breached into my fuckin sinus",51.0486151,-114.0708459
"861","ensableantelope","Dartmouth, NS",1101839145561923584,"Sinus/ears infection been kicking my ass last three days! 
Been watching that fever level like a hawk, I swear home… https://t.co/Cmjb3sfJjL",44.7000282,-63.5579269
"862","ent_ress","Boca Raton, FL",1101629116833509376,"Treat Sinus Pressure With Balloon Sinuplasty #balloonsinuplasty #bocaraton #florida #ressent #sinuspressure… https://t.co/MLZfJMFNSu",26.3683064,-80.1289321
"863","ENTdoctors","Atlanta, GA",1101511184271000064,"If you are suffering from chronic sinusitis, balloon sinuplasty may be the solution you've been waiting for! Find o… https://t.co/EZcrPKQ6QX",33.7489954,-84.3879824
"864","ENTdoctors","Atlanta, GA",1100443146771673088,"Allergies and sinusitis have many of the same symptoms, and the good news for you is that at the Sinus Institute of… https://t.co/w8B404VzAx",33.7489954,-84.3879824
"865","EntRoanoke","Roanoke, VA",1101557781453262848,"Suffering? Want Relief? We Offer In-Office Balloon Sinuplasty!
Office Balloon Sinuplasty (BSP) is an in-office safe… https://t.co/JeoRj3Ci77",37.2709704,-79.9414266
"866","epitomee","Saint-Usage, France",1101508671102541824,"@Freeyourmindkid I witnessed my stepmother smoke during her entire pregnancy with my sister. My sister was born pre… https://t.co/ZeJ3Uss57t",47.108903,5.261257
"867","ericajohnson27","New Orleans LA",1100487022135918592,"@vargvargas Yep. I had a bone spur from a facial trauma cause sinus problems. If you have any swelling from the pun… https://t.co/FZADH66m4M",29.9510658,-90.0715323
"868","erinbiba","The Bog of Eternal Stench",1101228100061446144,"So it turns out I've had a sinus infection for TWO MONTHS and y'all I am so tired. No wonder my depression has been off the charts.",NA,NA
"869","erinheartscoco","Boston, MA",1101514987779051520,"First time working out since surgery &amp; still recovering from my horrible sinus infection. It was probably the most… https://t.co/VTran2IXci",42.3600825,-71.0588801
"870","erinheartscoco","Boston, MA",1101525215564230656,"@njlaura12 It should work-are you sure you don’t have a bad virus &amp; not a sinus infection? I saw a huge improvement… https://t.co/s9aJw8nBNk",42.3600825,-71.0588801
"871","erinheartscoco","Boston, MA",1101522186899210240,"@njlaura12 I haven’t had a sinus infection like this before. It reminds me of the 1 time I had the flu &amp; it took a… https://t.co/k8mrfCAqnb",42.3600825,-71.0588801
"872","erinheartscoco","Boston, MA",1101529690299400192,"@njlaura12 Oh, maybe it’s just a virus. I had thick yellow stuff I was blowing out of my nose &amp; intense sinus pain.… https://t.co/T8HEa1PCtm",42.3600825,-71.0588801
"873","ErinKhar","new york, ny",1100510365937528832,"I still can’t breathe/ this sinus infection is the pits. BUT I made it out last night to see my friend @ReemaZaman… https://t.co/hcfzjhronE",40.7127753,-74.0059728
"874","ErinLDoyle","New York City",1102356793697566720,"“Out, damn snot!” -Lady MacBeth with a sinus infection",40.7127753,-74.0059728
"875","eronmsmitty","Fuquay-Varina, NC",1100851774838181888,"Sinus infection and laryngitis for the win.",35.5843235,-78.8000128
"876","EskoNicole","Seattle, WA",1100117164017610752,"I'm pretty sure I have a sinus infection. The sinus headache has been nonstop for about a week. The pain and misery… https://t.co/M1T8o8U3BJ",47.6062095,-122.3320708
"877","estevesnatalia_","belém",1100126904613511168,"&lt;———————————— come tylenol sinus de almoço",-1.4557292,-48.4901785
"878","estherschindler","Scottsdale, AZ",1102045591255707648,"@GramrgednAngel We are on day 5 of the sinus crap.

I am sorry. Must have given it to you over Twitter.",33.4941704,-111.9260519
"879","Ethical_Care","Osprey, FL",1101587916529135616,"B.D Bull from #Tennessee has used #Ethicare for 25 years to treat chronic #sinusitis and maintain #sinus #health po… https://t.co/Ebvg0nZrTL",27.1961627,-82.4903748
"880","etre_douce","life",1101786274074000000,"by this point i can't even sleep anymore because of my fucking sinus infection jesus christ
i have to go to a train… https://t.co/SJblOEasPb",37.1949716,-95.7107663
"881","ETxbloom","Magnolia, Texas ",1100178707363315712,"My allergist says everything is blooming early in #Houston this year. #Oak #Cedar #Elm - is here! Along with the al… https://t.co/fww8GYqzGa",30.2093794,-95.7507815
